BMI;Gewicht;KH
20,391;33,2;127,6
19,469;51,6;162,8
23,119;61,2;162,7
20,872;46,4;149,1
24,93;66,4;163,2
26,595;70,4;162,7
17,769;33,4;137,1
33,192;89,6;164,3
19,986;52;161,3
15,924;25,2;125,8
14,286;27,8;139,5
28,084;74,8;163,2
47,31;127,4;164,1
22,868;56,8;157,6
20,671;46,2;149,5
23,635;55,4;153,1
19,381;52;163,8
29,079;81;166,9
15,2;24,4;126,7
21,962;41,583;137,6
13,585;20,154;121,8
18,029;47,082;161,6
18,156;51;167,6
38,664;106,8;166,2
19,971;52,8;162,6
30,693;77,4;158,8
21,195;50,2;153,9
16,989;32,4;138,1
17,655;35,6;142
21,078;60,2;169
22,286;62,6;167,6
24,491;60,6;157,3
22,632;57;158,7
30,839;85,8;166,8
16,048;20,6;113,3
18,275;28,6;125,1
22,06;53;155
16,616;32,8;140,5
15,593;21,2;116,6
27,241;72,2;162,8
28,619;83;170,3
19,36;47,6;156,8
28,127;77,6;166,1
18,247;34,8;138,1
18,658;46,4;157,7
15,641;29,7;137,8
36,795;98;163,2
32,006;79,9;158
25,555;42;128,2
20,551;54;162,1
23,607;46,8;140,8
15,84;27,6;132
14,771;24,2;128
18,001;36,4;142,2
17,723;30,6;131,4
16,451;26,2;126,2
17,295;46,8;164,5
27,123;80,8;172,6
15,734;34;147
18,708;49,4;162,5
22,856;62;164,7
23,453;54,4;152,3
19,349;37,6;139,4
15,539;21,6;117,9
17,58;27,6;125,3
22,005;60,2;165,4
24,067;57,226;154,2
16,045;31;139
30,317;87;169,4
23,459;67;169
16,517;43,4;162,1
23,193;62;163,5
14,456;21,2;121,1
29,069;69,389;154,5
17,096;45,2;162,6
15,168;33;147,5
26,831;62,4;152,5
23,101;50,6;148
17,047;25;121,1
19,033;43,8;151,7
21,365;53,2;157,8
26,157;74;168,2
29,132;79,6;165,3
22,163;50;150,2
22,716;47,3;144,3
32,907;88,4;163,9
28,752;70,6;156,7
29,499;67,797;151,6
16,461;27,948;130,3
27,554;63,409;151,7
32,85;80,045;156,1
30,908;85,479;166,3
40,194;101,487;158,9
27,108;67,246;157,5
22,607;56,579;158,2
35,433;88,567;158,1
28,644;68,995;155,2
28,503;66,027;152,2
31,655;83,075;162
25,555;62,032;155,8
34,946;83,2;154,3
46,954;124,905;163,1
26,166;72,189;166,1
22,827;62,826;165,9
17,842;49,048;165,8
21,017;58,404;166,7
30,789;69,737;150,5
22,253;58,616;162,3
30,012;79,74;163
34,345;77,586;150,3
20,613;46,193;149,7
28,651;71,888;158,4
34,702;89,17;160,3
44,555;109,125;156,5
31,17;79,695;159,9
20,047;56,782;168,3
24,875;42,362;130,5
34,144;85,776;158,5
41,081;119,845;170,8
19,039;53,161;167,1
22,071;52,41;154,1
37,429;99,69;163,2
28,536;70,697;157,4
34,194;81,939;154,8
24,715;48,996;140,8
17,111;48,122;167,7
39,679;86,443;147,6
26,555;54,454;143,2
30,037;76,127;159,2
33,43;84,195;158,7
42,407;100,834;154,2
16,607;44,502;163,7
36,128;90,99;158,7
28,639;76,745;163,7
24,759;66,024;163,3
26,018;73,346;167,9
23,862;56,444;153,8
24,049;67,15;167,1
34,136;95,659;167,4
26,373;62,872;154,4
27,43;58,071;145,5
20,332;50,82;158,1
26,961;70,669;161,9
22,254;54,853;157
30,295;65,376;146,9
50,577;135,038;163,4
19,513;49,829;159,8
18,61;49,201;162,6
30,806;77,49;158,6
14,445;19,071;114,9
15,898;30,54;138,6
35,627;88,041;157,2
32,077;87,118;164,8
22,482;62,174;166,3
19,969;37,809;137,6
17,006;21,6;112,7
41,697;99,275;154,3
18,914;44,565;153,5
22,401;62,475;167
31,401;86,738;166,2
25,463;60,86;154,6
24,28;60,842;158,3
23,175;61,121;162,4
34,517;90,809;162,2
24,697;57,888;153,1
30,762;77,379;158,6
24,637;42,863;131,9
37,751;87,334;152,1
28;71,323;159,6
27,077;64,05;153,8
33,936;77,789;151,4
17,136;26,519;124,4
36,204;89,468;157,2
15,055;20,749;117,4
39,63;96,567;156,1
26,24;67,764;160,7
24,764;57,517;152,4
43,898;113,225;160,6
21,387;42,279;140,6
27,566;66,142;154,9
31,743;84,857;163,5
33,598;84,939;159
18,945;44,697;153,6
35,917;89,436;157,8
27,149;72,487;163,4
33,858;90,844;163,8
42,999;95,589;149,1
26,51;59,568;149,9
32,484;85,461;162,2
31,707;80,159;159
31,765;85,33;163,9
15,469;30,102;139,5
42,816;95,566;149,4
28,354;72,767;160,2
25,967;58,739;150,4
33,43;87,3;161,6
28,732;85,495;172,5
24,679;61,842;158,3
33,187;100,13;173,7
45,331;108,346;154,6
37,257;99,718;163,6
40,727;125,154;175,3
26,722;62,962;153,5
29,255;67,057;151,4
29,088;66,675;151,4
33,283;83,93;158,8
21,389;41,922;140
23,441;64,516;165,9
32,3;82,894;160,2
27,135;74,954;166,2
28,465;77,213;164,7
19,895;44,524;149,6
54,681;141,035;160,6
15,302;21,852;119,5
23,925;59,726;158
15,098;29,677;140,2
29,673;83,152;167,4
22,605;65,329;170
22,636;52,023;151,6
33,681;90,81;164,2
20,551;34,784;130,1
30,737;87,996;169,2
24,675;60,744;156,9
23,469;60,005;159,9
26,614;78,278;171,5
27,457;67,765;157,1
36,833;94,883;160,5
24,422;57,095;152,9
27,556;72,585;162,3
33,933;95,66;167,9
27,205;62,112;151,1
35,191;99,087;167,8
31,143;88,423;168,5
36,632;88,919;155,8
24,664;57,433;152,6
22,817;54,535;154,6
32,862;77,734;153,8
27,786;78,611;168,2
31,086;81,279;161,7
36,572;98,966;164,5
35,019;85,223;156
42,328;109,038;160,5
36,949;101,572;165,8
25,591;61,166;154,6
28,628;73,563;160,3
17,225;32,994;138,4
22,898;50,7;148,8
37,529;98,125;161,7
22,942;50,729;148,7
26,928;56,695;145,1
26,954;46,255;131
51,593;136,741;162,8
24,052;64,06;163,2
28,759;75,476;162
28,866;76,507;162,8
35,32;90,76;160,3
24,096;60,994;159,1
24,001;63,221;162,3
24,488;68,13;166,8
22,544;59,019;161,8
22,069;57,989;162,1
22,533;57,252;159,4
17,037;42,964;158,8
19,822;52,924;163,4
45,29;121,665;163,9
33,45;81,718;156,3
24,639;63,076;160
28,896;74,16;160,2
34,95;98,29;167,7
18,646;48,875;161,9
19,446;26,257;116,2
37,388;91,572;156,5
18,513;43,167;152,7
30,188;78,057;160,8
41,737;104,192;158
30,805;99,585;179,8
14,324;18,648;114,1
31,696;73,521;152,3
22,312;56,124;158,6
25,234;59,303;153,3
23,305;58,325;158,2
23,667;57,449;155,8
17,051;34,915;143,1
29,987;70,105;152,9
28,712;71,949;158,3
31,308;88,365;168
41,406;105,206;159,4
16,856;38,077;150,3
31,382;76,764;156,4
27,012;70,542;161,6
21,546;59,302;165,9
41,032;105,567;160,4
32,359;87,671;164,6
32,272;69,168;146,4
35,075;110,881;177,8
25,096;59,982;154,6
24,118;43,824;134,8
22,971;63,603;166,4
27,807;66,205;154,3
26,052;61,465;153,6
24,499;65,412;163,4
22,549;58,813;161,5
24,977;65,631;162,1
30,993;84,073;164,7
22,378;56,36;158,7
26,374;73,026;166,4
19,938;58,438;171,2
40,61;109,626;164,3
30,329;83,273;165,7
40,536;104,163;160,3
26,608;63,185;154,1
27,091;60,386;149,3
31,467;72,127;151,4
26,766;71,638;163,6
34,888;95,214;165,2
36,185;97,205;163,9
25,466;68,243;163,7
29,569;76,551;160,9
16,432;21,505;114,4
14,568;22,982;125,6
40,97;113,716;166,6
20,709;56,724;165,5
25,728;72,097;167,4
25,274;60,018;154,1
34,913;85,947;156,9
42,191;111,96;162,9
22,041;60,589;165,8
25,776;60,734;153,5
22,662;46,407;143,1
32,143;70,12;147,7
31,94;86,747;164,8
31,083;68,546;148,5
28,632;78,235;165,3
20,367;55,381;164,9
17,239;20,071;107,9
34,618;100,754;170,6
24,206;66,38;165,6
16,135;33,226;143,5
27,13;71,113;161,9
39,099;90,096;151,8
43,148;109,77;159,5
41,739;101,836;156,2
21,219;46,041;147,3
28,744;78,922;165,7
34,26;84,233;156,8
26,687;60,045;150
27,515;73,194;163,1
21,934;65,572;172,9
17,743;40,028;150,2
39,768;97,649;156,7
21,986;46,608;145,6
20,318;47,252;152,5
14,662;28,288;138,9
23,777;52,717;148,9
35,352;94,272;163,3
35,363;102,08;169,9
36,788;82,883;150,1
31,825;77,449;156
15,243;22,687;122
29,113;78,113;163,8
31,883;102,041;178,9
19,441;52,928;165
21,766;59,689;165,6
28,408;78,187;165,9
25,575;63,442;157,5
22,496;55,803;157,5
29,013;71,332;156,8
33,276;76,073;151,2
41,009;96,752;153,6
49,838;129,507;161,2
31,749;89,928;168,3
29,838;80,349;164,1
31,55;85,686;164,8
42,355;94,033;149
70,499;160,745;151
26,454;58,731;149
31,022;78,032;158,6
29,663;70,622;154,3
21,807;54,645;158,3
19,283;45,97;154,4
22,191;49,464;149,3
34,33;89,873;161,8
17,1;32,518;137,9
25,672;58,457;150,9
28,412;75,952;163,5
31,695;72,268;151
48,877;117,427;155
19,902;46,102;152,2
29,016;72,527;158,1
21,175;46,13;147,6
24,68;65,25;162,6
23,912;67,007;167,4
45,045;126,834;167,8
28,456;84,576;172,4
34,096;93,389;165,5
23,271;49,334;145,6
28,469;74,899;162,2
30,687;70,062;151,1
15,664;27,708;133
27,364;64,643;153,7
25,529;59,996;153,3
24,466;65,884;164,1
31,379;80,933;160,6
34,201;91,652;163,7
39,456;95,284;155,4
21,935;64,592;171,6
15,592;28,039;134,1
26,812;61,458;151,4
27,242;74,257;165,1
51,81;131,477;159,3
19,295;52,148;164,4
22,732;55,677;156,5
36,353;82,778;150,9
41,848;105,663;158,9
23;55,329;155,1
21,681;44,149;142,7
19,217;28,65;122,1
37,103;91,805;157,3
32,653;87,93;164,1
30,107;86,601;169,6
28,305;64,88;151,4
18,708;48,372;160,8
27,058;65,09;155,1
21,738;53,105;156,3
22,546;58,079;160,5
21,46;50,893;154
20,267;51,496;159,4
22,272;54,202;156
24,432;51,794;145,6
40,072;99,783;157,8
31,413;77,232;156,8
21,77;48,525;149,3
22,236;54,461;156,5
31,469;70,712;149,9
18,814;40,434;146,6
34,995;89,139;159,6
33,468;85,678;160
32,989;89,92;165,1
27,719;66,596;155
23,994;52,984;148,6
29,819;75,954;159,6
29,132;78,64;164,3
31,127;77,706;158
32,605;79,145;155,8
33,726;63,024;136,7
21,742;59,335;165,2
18,784;51,7;165,9
32,243;85,142;162,5
24,125;57,961;155
30,283;71,261;153,4
29,295;76,693;161,8
24,552;66,6;164,7
35,554;94,464;163
22,467;55,307;156,9
47,713;140,335;171,5
34,784;98,876;168,6
35,647;79,459;149,3
24,117;60,97;159
36,308;96,466;163
31,326;74,97;154,7
60,762;140,385;152
32,31;92,937;169,6
30,951;88,398;169
30,785;68,346;149
24,7;59,035;154,6
30,843;73,719;154,6
28,005;72,772;161,2
27,838;71,444;160,2
22,847;54,465;154,4
21,745;53,055;156,2
28,135;74,477;162,7
26,597;65,475;156,9
34,961;93,23;163,3
18,347;35,295;138,7
19,087;30,689;126,8
29,118;74,543;160
15,868;20,298;113,1
26,035;57,491;148,6
38,557;106,631;166,3
29,097;67,49;152,3
18,228;34,713;138
27,179;66,738;156,7
35,551;83,438;153,2
23,097;55,205;154,6
13,659;17,072;111,8
19,254;48,677;159
34,842;88,639;159,5
25,122;65,28;161,2
54,25;140,099;160,7
24,736;74,031;173
15,883;24,977;125,4
28,37;67,019;153,7
21,629;42,939;140,9
18,803;28,911;124
35,681;103,12;170
20,959;47,662;150,8
15,203;25,065;128,4
16,348;25,708;125,4
22,805;49,481;147,3
31,033;71,605;151,9
35,814;93,758;161,8
17,185;33,346;139,3
23,749;69,689;171,3
16,2;29,306;134,5
15,002;19,771;114,8
48,131;127,878;163
24,269;39,576;127,7
50,127;141,479;168
31,031;81,841;162,4
22,782;49,7;147,7
16,503;24,684;122,3
17,802;21,035;108,7
26,805;64,066;154,6
26,369;53,772;142,8
21,009;53,58;159,7
19,188;35,751;136,5
28,956;69,297;154,7
18,695;42,909;151,5
35,614;86,671;156
24,217;68,431;168,1
26,323;82,374;176,9
21,436;52,635;156,7
30,447;75,719;157,7
22,069;40,758;135,9
21,578;51,44;154,4
18,483;35,66;138,9
14,556;27,32;137
26,229;66,726;159,5
17,049;24,797;120,6
16,898;41,599;156,9
18,349;22,364;110,4
16,935;25,496;122,7
24,865;60,745;156,3
21,213;56,292;162,9
24,299;55,993;151,8
15,658;36,559;152,8
16,876;22,787;116,2
18,778;40,909;147,6
25,719;67,415;161,9
56,11;160,256;169
23,703;58,949;157,7
20,726;59,969;170,1
30,574;81,034;162,8
17,187;29,045;130
24,855;60,642;156,2
41,05;111,759;165
30,68;99,293;179,9
19,225;48,603;159
49,212;134,792;165,5
18,761;49,296;162,1
13,896;26,772;138,8
36,016;83,869;152,6
30,332;62,808;143,9
31,528;78,707;158
27,772;62,32;149,8
46,283;109,196;153,6
27,209;41,433;123,4
21,395;43,873;143,2
18,535;52,001;167,5
23,887;55,991;153,1
26,765;63,31;153,8
20,897;50,334;155,2
22,641;60,08;162,9
23,02;58,931;160
30,885;69,677;150,2
51,936;164,553;178
57,396;145,651;159,3
23,35;62,648;163,8
28,135;64,066;150,9
25,486;68,715;164,2
34,391;87,164;159,2
21,515;28,158;114,4
20,33;30,11;121,7
22,218;52,829;154,2
16,726;24,247;120,4
31,413;85,834;165,3
22,556;47,619;145,3
30,228;75,461;158
14,434;17,37;109,7
32,469;87,435;164,1
20,532;46,32;150,2
26,699;69,637;161,5
25,616;69,994;165,3
18,093;44,428;156,7
16,331;28,889;133
16,437;24,185;121,3
14,626;23,256;126,1
26,902;65,888;156,5
16,004;24,966;124,9
15,516;23,094;122
29,044;82,756;168,8
36,304;87,334;155,1
19,562;48,035;156,7
22,382;63,698;168,7
27,32;62,045;150,7
28,973;75,195;161,1
21,703;41,933;139
17,734;25,75;120,5
52,223;168,639;179,7
32,807;77,1;153,3
51,341;144,56;167,8
22,862;60,445;162,6
22,188;46,651;145
52,064;118,241;150,7
20,057;47,69;154,2
54,093;164,149;174,2
23,077;59,818;161
29,433;69,352;153,5
25,249;64,8;160,2
22,401;60,03;163,7
18,063;43,901;155,9
22,274;54,834;156,9
16,334;25,277;124,4
18,3;41,947;151,4
30,05;77,796;160,9
40,351;103,427;160,1
23,125;53,78;152,5
23,509;62,537;163,1
19,605;40,597;143,9
27,24;75,515;166,5
18,914;45,324;154,8
30,48;72,567;154,3
32,676;82,817;159,2
22,677;64,309;168,4
27,547;68,855;158,1
19,053;44,835;153,4
23,093;55,053;154,4
36,742;84,666;151,8
27,461;65,721;154,7
41,957;116,035;166,3
25,722;63,644;157,3
19,447;45,404;152,8
19,386;43,91;150,5
29,93;72,372;155,5
18,245;40,126;148,3
26,355;75,005;168,7
39,592;96,104;155,8
54,656;156,657;169,3
36,141;83,831;152,3
38,964;92,889;154,4
41,162;112,335;165,2
16,783;43,829;161,6
25,403;45,137;133,3
21,252;44,621;144,9
14,667;23,842;127,5
15,641;24,165;124,3
31,742;85,476;164,1
19,067;51,095;163,7
18,005;48,545;164,2
20,684;55,496;163,8
14,423;21,396;121,8
41,587;104,476;158,5
30,19;58,415;139,1
21,344;57,127;163,6
35,451;89,287;158,7
34,468;83,881;156
44,993;129,113;169,4
24,254;63,338;161,6
33,479;82,418;156,9
26,252;68,811;161,9
29,238;76,353;161,6
24,26;51,926;146,3
19,255;54,474;168,2
33,147;82,434;157,7
29,774;86,555;170,5
30,786;67,708;148,3
16,652;34,433;143,8
31,546;86,51;165,6
17,332;34,8;141,7
18,675;40,631;147,5
22,642;60,085;162,9
26,573;66,086;157,7
21,941;53,945;156,8
25,17;54,687;147,4
19,158;27,266;119,3
24,127;53,709;149,2
18,889;45,439;155,1
20,607;53,218;160,7
34,569;95,602;166,3
23,592;62,529;162,8
25,663;62,372;155,9
28,119;76,832;165,3
27,618;74,281;164
21,799;55,596;159,7
39,288;97,088;157,2
33,27;92,343;166,6
27,716;58,032;144,7
18,972;45,345;154,6
19,18;45,487;154
24,738;68,497;166,4
21,878;54,823;158,3
18,333;54,553;172,5
18,438;38,393;144,3
27,129;61,202;150,2
31,505;94,727;173,4
42,342;99,377;153,2
32,421;84,77;161,7
21,613;58,698;164,8
35,007;80,986;152,1
16,507;32,492;140,3
15,039;30,452;142,3
28,947;81,991;168,3
29,644;71,219;155
28,571;71,505;158,2
21,482;59,411;166,3
15,735;34,374;147,8
14,265;25,5;133,7
29,492;80;164,7
21,032;65;175,8
20,316;57;167,5
19,629;55,4;168
38,551;104,7;164,8
22,889;67,4;171,6
17,538;41;152,9
26,212;60,4;151,8
26,583;57,6;147,2
22,137;58,6;162,7
23,577;61,8;161,9
50,488;134,8;163,4
29,212;71;155,9
26,852;76,6;168,9
22,378;54,6;156,2
27,024;77;168,8
21,233;56;162,4
17,964;49,8;166,5
25,003;65,7;162,1
31,998;88,6;166,4
37,651;104;166,2
27,874;71;159,6
41,936;120,2;169,3
19,984;55,6;166,8
31,565;78,6;157,8
27,235;69,2;159,4
21,34;52;156,1
32,003;88,4;166,2
30,782;79;160,2
27,548;57,6;144,6
32,413;91,7;168,2
27,403;74,877;165,3
31,568;73,8;152,9
23,055;58,8;159,7
22,688;65,8;170,3
23,654;62;161,9
19,452;45;152,1
13,855;23,2;129,4
17,117;29,6;131,5
37,516;93,3;157,7
21,881;57;161,4
25,84;84;180,3
28,964;76,2;162,2
33,399;92,7;166,6
21,846;58,4;163,5
23,231;63,4;165,2
25,363;64,2;159,1
21,429;58,2;164,8
26,242;80;174,6
37,205;99,7;163,7
20,387;29,8;120,9
17,852;36,2;142,4
22;55,2;158,4
24,764;63;159,5
35,331;98,3;166,8
25,957;62,2;154,8
28,053;74,9;163,4
31,321;93,2;172,5
29,377;71,4;155,9
23,68;61;160,5
24,3;61,2;158,7
39,231;110,2;167,6
18,828;47,6;159
32,006;76,4;154,5
30,085;69,6;152,1
29,508;74,6;159
22,854;60,2;162,3
32,752;86,7;162,7
30,156;82,1;165
17,524;57,6;181,3
25,838;75,2;170,6
24,561;67,6;165,9
20,965;58,4;166,9
28,088;69,5;157,3
33,963;85;158,2
19,199;56,6;171,7
40,973;107;161,6
22,414;55,6;157,5
27,108;76,6;168,1
18,953;40,4;146
26,569;74,9;167,9
28,72;91,2;178,2
23,331;64,6;166,4
19,115;46,4;155,8
69,236;167,2;155,4
34,078;84;157
39,229;106,8;165
26,268;48,8;136,3
31,813;83,8;162,3
29,423;67,8;151,8
26,391;65,8;157,9
23,221;56,8;156,4
36,991;96,6;161,6
20,234;40;140,6
24,423;70,5;169,9
28,804;77;163,5
14,282;17;109,1
31,016;79,5;160,1
15,104;23;123,4
17,345;27,8;126,6
20,688;49;153,9
35,073;104;172,2
33,32;81,4;156,3
47,243;116,3;156,9
39,467;86,8;148,3
29,067;87,8;173,8
23,647;61,6;161,4
24,101;72,3;173,2
38,147;112,2;171,5
16,688;38;150,9
47,6;149,8;177,4
16,382;27,6;129,8
20,633;59;169,1
34,173;93,6;165,5
33,726;80,4;154,4
34,235;84,6;157,2
22,791;62,2;165,2
19,801;51,2;160,8
20,298;56;166,1
23,888;61;159,8
31,187;89,6;169,5
22,749;65,9;170,2
19,397;51,6;163,1
38,581;104,4;164,5
30,99;88,3;168,8
24,223;62,4;160,5
39,517;99,4;158,6
20,569;52;159
31,042;94,2;174,2
55,158;137;157,6
20,245;64;177,8
22,831;69,6;174,6
18,086;49;164,6
16,362;33,6;143,3
18,809;43;151,2
18,803;47;158,1
25,115;65,1;161
31,111;87,6;167,8
32,003;88,4;166,2
18,737;49,6;162,7
25,765;67,2;161,5
28,935;86;172,4
46,85;117,4;158,3
23,658;64,8;165,5
21,912;59,8;165,2
16,728;22,2;115,2
16,544;30,6;136
27,312;63,6;152,6
31,444;81;160,5
28,649;75;161,8
25,886;63,4;156,5
27,392;72,6;162,8
27,48;85,8;176,7
30,622;78;159,6
35,98;87;155,5
26,271;69,2;162,3
26,662;81;174,3
25,067;66,6;163
19,712;50,4;159,9
25,063;68,4;165,2
22,425;51,2;151,1
26,84;64,4;154,9
27,473;73,8;163,9
47,423;113,2;154,5
24,423;58,6;154,9
20,131;50;157,6
24,227;66,6;165,8
16,324;27,8;130,5
15,062;31,8;145,3
27,922;75,1;164
27,358;83,4;174,6
40,721;107;162,1
40,286;99,3;157
25,46;61,8;155,8
29,348;75,6;160,5
35,724;92,6;161
31,29;85,6;165,4
20,561;63,4;175,6
37,15;102;165,7
23,203;61,8;163,2
67,319;160,9;154,6
48,157;121,9;159,1
47,628;128,1;164
21,18;61,5;170,4
34,691;85,4;156,9
30,192;73,1;155,6
43,56;105,6;155,7
27,047;65,4;155,5
35,053;91,2;161,3
17,934;35,2;140,1
27,641;75,8;165,6
27,272;73,8;164,5
25,189;63,2;158,4
25,952;63,4;156,3
25,6;68,1;163,1
31,839;76;154,5
17,867;39,4;148,5
24,934;67,8;164,9
29,022;66,7;151,6
24,04;60,7;158,9
15,878;40,8;160,3
14,498;22,4;124,3
14,858;27,4;135,8
23,222;71,2;175,1
36,024;97,6;164,6
24,409;53,9;148,6
26,453;76;169,5
30,413;82,6;164,8
27,264;76,4;167,4
32,383;92,6;169,1
18,631;47,1;159
35,2;95,6;164,8
26,057;78,8;173,9
37,629;107,6;169,1
28,691;74;160,6
30,482;73,8;155,6
28,661;84,2;171,4
35,712;88,7;157,6
24,491;63,8;161,4
29,255;81,2;166,6
18,845;44;152,8
30,992;90,2;170,6
22,933;54,6;154,3
23,087;58;158,5
18,323;35,3;138,8
22,438;57,8;160,5
14,347;25,8;134,1
33,663;87,8;161,5
24,676;65,4;162,8
38,625;103;163,3
33,008;82,4;158
25,329;72;168,6
19,568;51,8;162,7
45,673;128,6;167,8
32,142;95,2;172,1
32,898;90;165,4
16,554;49,2;172,4
23,614;60;159,4
30,687;86,2;167,6
20,957;55;162
29,134;87,7;173,5
44,134;114,4;161
35,208;100,2;168,7
41,125;125,8;174,9
31,076;84,4;164,8
37,594;95,4;159,3
44,732;110,4;157,1
42,083;111,4;162,7
27,129;53,4;140,3
30,562;81;162,8
27,544;70,6;160,1
23,641;67,6;169,1
15,6;25,4;127,6
16,101;25,4;125,6
20,353;52,3;160,3
26,241;64,6;156,9
30,934;74,8;155,5
40,23;104,8;161,4
21,603;59,6;166,1
55,312;155;167,4
34,894;101,2;170,3
26,581;77;170,2
39,895;95,6;154,8
21,617;55,2;159,8
23,49;61,8;162,2
33,187;78,4;153,7
19,935;56,6;168,5
48,96;124,4;159,4
25,38;63,6;158,3
18,851;47;157,9
29,916;74,4;157,7
18,427;49,2;163,4
26,922;62,2;152
30,749;87,2;168,4
35,759;91,2;159,7
19,105;52,9;166,4
19,466;55,4;168,7
28,251;74,6;162,5
43,467;124;168,9
34,203;85,6;158,2
30,302;83,6;166,1
20,441;56,6;166,4
15,795;37,8;154,7
17,823;40,8;151,3
57,038;148,4;161,3
30,081;75;157,9
13,941;23,2;129
19,276;49,1;159,6
29,876;91,6;175,1
26,789;66,2;157,2
26,212;64,2;156,5
17,763;27,4;124,2
27,112;74,8;166,1
35,141;94,4;163,9
18,485;51,8;167,4
48,201;129,8;164,1
31,563;77,8;157
23,847;61,2;160,2
21,222;56,8;163,6
41,275;105,4;159,8
34,615;103,6;173
29,559;77;161,4
24,061;62,6;161,3
37,593;94,8;158,8
27,272;77,8;168,9
31,942;95,6;173
14,289;21,9;123,8
17,679;42,2;154,5
15,824;18,8;109
23,141;51,1;148,6
27,224;78,4;169,7
35,332;87,2;157,1
27,018;76,8;168,6
21,926;52;154
35,735;90;158,7
26,187;60,9;152,5
21,822;47,8;148
42,301;99,8;153,6
27,747;81,8;171,7
20,272;53,4;162,3
21,773;55,6;159,8
32,316;81,8;159,1
17,63;35,2;141,3
18,392;51,6;167,5
33,258;79,8;154,9
18,203;42;151,9
25,55;65;159,5
22,921;57,8;158,8
29,063;88,6;174,6
32,671;93,2;168,9
51,037;125;156,5
31,592;85,8;164,8
18,2;48;162,4
42,291;108,4;160,1
24,293;65,1;163,7
23,372;63,4;164,7
22,255;61,4;166,1
19,785;53,8;164,9
29,659;78,8;163
19,55;56,3;169,7
15,435;30,6;140,8
28,024;79;167,9
20,55;64,6;177,3
27,25;75;165,9
14,182;17,6;111,4
26,868;61,1;150,8
53,861;128,4;154,4
35,235;85,2;155,5
22,794;55,4;155,9
32,966;92,6;167,6
43,171;105,6;156,4
25,239;67,8;163,9
27,501;74,6;164,7
21,42;57,4;163,7
30,341;72,8;154,9
21,769;48,2;148,8
18,125;31,2;131,2
26,198;65,4;158
34,755;92;162,7
24,056;62,2;160,8
14,534;33,8;152,5
23,095;69,2;173,1
31,693;93;171,3
25,175;70,8;167,7
27,745;69;157,7
26,193;73,4;167,4
34,557;98;168,4
45,507;132,6;170,7
30,83;86,6;167,6
22,446;62,6;167
30,497;87;168,9
40,318;91,2;150,4
23,665;61,8;161,6
14,869;25,4;130,7
32,01;88,1;165,9
36,541;99;164,6
37,196;93,8;158,8
35,415;99,6;167,7
27,164;71,2;161,9
58,464;165,6;168,3
26,189;64,8;157,3
29,449;79,4;164,2
22,564;52,2;152,1
32,59;75;151,7
14,549;23,8;127,9
33,84;84,8;158,3
31,765;79,8;158,5
24,746;56,2;150,7
34,622;91,2;162,3
26,301;73;166,6
38,109;96,1;158,8
33,436;84;158,5
35,633;97,6;165,5
21,695;55,4;159,8
47,858;111,3;152,5
28,544;70;156,6
63,59;191,2;173,4
29,22;70,2;155
38,215;110,7;170,2
32,914;85;160,7
21,926;57,4;161,8
42,333;112,2;162,8
22,68;59,3;161,7
45,023;129,2;169,4
40,35;86,6;146,5
34,258;94,4;166
30,814;77,9;159
23,909;66,6;166,9
35,353;96,6;165,3
20,742;53,3;160,3
23,806;62,4;161,9
36,243;88,2;156
27,25;66,4;156,1
25,075;65,4;161,5
22,477;49,5;148,4
32,47;84,9;161,7
29,547;86,5;171,1
26,165;59,5;150,8
30,141;79,2;162,1
26,663;77,6;170,6
31,638;76,6;155,6
42,588;128,2;173,5
24,66;76,3;175,9
29,154;78,7;164,3
36,946;86,6;153,1
21,551;59,1;165,6
23,091;60,9;162,4
21,42;58,6;165,4
31,951;66,9;144,7
18,065;43,4;155
35,732;88,3;157,2
22,002;37,7;130,9
28,955;73,2;159
31,902;82,9;161,2
24,987;61,2;156,5
24,911;60,7;156,1
34,712;92;162,8
29,288;67,4;151,7
17,544;30,8;132,5
26,52;69;161,3
20,65;49,1;154,2
16,731;30,9;135,9
24,428;59,6;156,2
26,51;71,3;164
24,843;65,6;162,5
34,835;95,3;165,4
15,97;20,5;113,3
40,161;92,3;151,6
25,139;65;160,8
25,465;66,5;161,6
39,133;104,1;163,1
26,234;64,5;156,8
20,665;53,3;160,6
34,245;80,9;153,7
28,738;77,2;163,9
40,224;99,4;157,2
24,503;63,2;160,6
22,49;56,5;158,5
16,394;47,1;169,5
26,443;61,9;153
21,911;52,1;154,2
23,115;47,6;143,5
28,928;67,1;152,3
26,494;53,8;142,5
24,206;66,3;165,5
35,047;98,8;167,9
29,07;71,2;156,5
32,334;75;152,3
21,132;59,5;167,8
26,042;67;160,4
23,664;57;155,2
28,625;80,6;167,8
38,808;94,2;155,8
32,891;83,256;159,1
18,402;40,8;148,9
26,46;73;166,1
21,824;57,7;162,6
23,297;55,9;154,9
31,633;75,9;154,9
17,618;38,8;148,4
16,135;19,1;108,8
30,585;78,2;159,9
26,139;62,8;155
25,495;52,5;143,5
15,583;30,5;139,9
18,015;38,4;146
35,868;82;151,2
15,356;33,5;147,7
20,569;46,9;151
27,32;73,3;163,8
35,018;95,8;165,4
16,066;31,4;139,8
33,124;90,4;165,2
39,768;97,4;156,5
25,585;66,4;161,1
24,023;61,5;160
